,sentence,label
8434,나는 아이를 키우느라 대학도 못 가고 사회생활도 못 했어. 집안일은 쌓여만 가고 너무 슬퍼.,0
33557,내가 같은 성별인 대리님을 좋아하는 이유로 욕을 먹었어.,3
42982,이 나이 먹도록 연애 한 번 못 해봤어. 스스로가 정말 한심해.,1
43915,여자친구에게 나 말고 다른 남자친구가 있었어. 머릿속이 너무 혼란스러워.,1
56358,할머니일수도 있을텐데..ㄷㄷ,1
40220,너 천벌받을거야 분명.,3
2111,헤어진 연인의 연락을 기다리는 내가 실망스럽고 한심해.,0
3589,엄마가 내 성적표를 보고 실망하셔서 너무 슬퍼.,0
43620,내가 너무 싫어.,1
51164,이번 중간고사는 스스로 공부하고 싶지만 또 부모님이 학습에 관여하실 것 같아 위축되네.,1
42847,옆집 할머니네 할아버지 장례식장에 많은 사람이 와서 너무 부러워.,1
52744,제가이상한거에요?,1
11901,맨발이 넘 마음아파요,0
29512,친구들 사이에서 인기 있는 친구가 되려면 어떻게 해야 할지 알 수 없어서 답답해.,3
10734,연락이 안올거 아는데...,0
45360,오늘 내가 실수를 했어. 정말 당황스러웠어.,1
21066,형돈형님 사실이면 축하드립니다,2
19262,진로는 느긋하게 생각하려고.,2
53683,이런 증상은 왜 그런 건가요?,1
37246,생리대 너무 비싸!!!!!!!!!!!!!!,3
41740,남자는 벗겨도 몸매감상하면 장땡 여자는 벗기면 성상품화임?,3
1998,남자친구한테 실망했어.,0
26473,맞는거가태 누군지는말못하는데 이름들으면다아는연옌이랑지금사귄다ㅋㅋㅋㅋㅋㅋㅋㅋ,2
48985,그동안 근근이 해 오던 아르바이트도 완전히 못 하게 생겼어. 정말로 슬프네.,1
44290,가족이랑 점점 멀어지는 것 같아.,1
50517,노후 준비를 확실하게 하지 못해 자식에게 도움을 받아야 할 것 같아. 너무 미안한 마음이야.,1
49548,얼마 전에 자식들이 여행을 데려갔는데 몸이 안 따라주니 짐만 된 기분이더라고.,1
2594,컨디션이 좋아져서 퇴원할 수 있을 줄 알았는데 의사가 경과를 더 보자고 해서 기분이 상했어.,0
50967,돈을 많이 못 벌어서 딸한테 맛있는 것도 많이 못 사주고 괜히 미안하네 우리 딸한테.,1
38688,당장 퇴출시켜라,3
30055,친구가 전교 회장 선거에서 떨어진 게 내 탓이라고 해. 어이가 없어.,3
27812,싸웠던 친구가 있었는데 지금은 그 친구가 더 잘 사는 것 같아서 짜증 나.,3
1520,나는 죽어도 결혼은 안 할 거야.,0
2825,친구들이 주식을 하자고 해서 같이 시작했는데 뭔가 잘못된 것 같아.,0
30295,여자 친구랑 헤어지자고 마음 먹으니까 별게 다 미워 보이는 거 있지. 계속 시비를 걸게 돼.,3
18300,오늘 대표님에게 좋은 인상을 남긴 것 같아.,2
13613,고양시도 먹통 ㅠㅠ,0
25075,특히 다음주 토요일에 면회오면 준다구?3단도시락 싸들고 온대여!!,2
52329,소극적인 성격 때문에 직장 동료들과 어울리지 못해서 너무 스트레스받아.,1
4045,보험설계사로 일하는데 딸이 이 직업이 부끄럽다고 해서 우울해.,0
31032,고등학교 때 제자 말만 믿고 관절염에 좋다는 비싼 의료기기를 샀는데 한 달이 넘도록 오지를 않네.,3
5811,나 오늘 고백했다가 차여서 슬퍼.,0
40503,"우리나라가 만만하니까 아주 ㅈ""""""ㄹ을 하는구나.",3
18071,어제 나갔던 소개팅에서 같이 있으면 맘이 편해지는 남자를 만나서 기뻐.,2
25869,저도무용하는사람으로써 일요일날 대회가있는데 연아누난 비교도안되는 큰대회죠,2
54997,이 두 사람 하는 짓 보니 존나 소름돋아,1
12675,군대가니깐 좋아하지 말라는걸까요,0
54860,언젠간 선로 보수하는 하청업체 직원 또 하나 죽겟구만...,1
7840,농구를 하다가 친구와 싸우게 되었어. 너무 슬퍼.,0
7674,다른 친구들은 자신의 진로와 꿈을 다 찾고 있는데 나만 찾지 못하고 있어.,0
15186,내 은퇴 후 인생은 어떨지 궁금하다.,2
52035,오해가 있어서 동생이랑 심하게 싸웠어. 내가 너무 몰아붙여서 동생이 울었는데 마음이 좋지 않아.,1
33741,난 여지껏 진로를 못 정했는데 계속 진로를 적어내라고 해서 짜증이 나.,3
9718,정말 답답할때가 많더라구요.,0
38873,진짜 믿엇는데 니한테 배신당할줄은몰랏다 ㅋㅋㅋㅋㅋㅋ,3
51797,요실금이라 생각해서 병원에 갔는데 신장 질환이라는 말을 듣고 많이 당황했어.,1
33290,일은 똑같이 했는데 여자라는 이유만으로 해외연수 기회 자체를 박탈당했어.,3
44110,노후 자금으로 들어 둔 적금을 해약하고 주식에 투자했는데 그 돈을 전부 잃었어.,1
43840,부모님이 대학까지 보내주셨는데 취업도 못 하는 내가 너무 한심해.,1
12274,아니 이제 친구도 아니군...,0
45740,엄마가 샤워하는데 화장실을 들어가 버렸어.,1
38786,싸인해라!!,3
16610,이제 회사 가까운 곳에 이사를 해서 출근에 더 여유가 생겼어.,2
38459,삼족이 아니라 구족 아니 대대손손 멸해야지..,3
3382,추운 날 뇌출혈로 정말 큰일날 뻔 했어.,0
45191,요즘 젊은 애 엄마들은 우리 때랑은 다르게 늘씬하고 예쁜 옷도 잘 입는 걸 보고 놀랐어.,1
41440,혁신이 없어 혁신이!,3
41091,레알은 벌받는다 레퀴벌받아라,3
38280,일본아 우길걸 우겨라,3
12082,우리나라는 위에서먹는 물이 넘 많아서 가망없쪙,0
44080,오늘 길거리에서 만난 사이비 종교 사람들에게 끌려갈 뻔했어.,1
53534,그글 보니까원장 매니저 이런건 따로없다는데전화상담원도 이런곳은 다 남자가 받거든요?,1
17029,아들이랑 딸 두 부부 모두 임신해서 내가 곧 할머니가 된다니 믿을 수 없어.,2
40240,저런 파렴치들이 있어 많다,3
57261,서로전화하는건 너무너무좋은데 그 침묵을 어떻게 벗어나야할까요ㅜㅜㅜ,1
8861,아내도 아픈데 나도 우울증이 심해져서 힘에 부치고 내 자신이 불쌍하다는 생각이 들어.,0
10416,나도 미치겠어.,0
32140,집주인이 허락도 없이 내 집을 자꾸 들락날락거리는 게 싫어.,3
32750,아내랑 싸웠는데 너무 화가나고 짜증나.,3
57602,괜찮은 회사인지 직감이안가요...,1
44493,회사 사람들 모두 그가 결혼한다는 사실을 알고 있는데 나만 그 사실을 몰랐어서 당황했어.,1
56464,고백하는 게 좋을까요 ..,1
29904,나를 계속 괴롭혔던 애가 너무 미워서 오늘은 그 애 가방 끈을 자르고 도망쳤어.,3
31899,매주 지출되는 병원비가 아까운데 몸이 아파서 병원을 안 갈 수도 없는 상황이야.,3
13046,당연히 제가 더많이 좋아해서 을이구요..,0
41168,대리비가 몇십억하냐,3
9682,그럼 다시 상처받을테니ㅜㅜ,0
32311,요즘 사람들도 만나기 싫고 모든 게 다 우울한 상태야.,3
12395,궁금한게 있어서 이렇게 글을 적게 되었네요 ..,0
35189,학업에 관한 스트레스로 우울증에 걸려서 너무 괴롭고 이런 내가 너무 싫어.,3
9841,이게 참 힘드네요,0
38530,젠장 카악 퉤!!,3
38925,기춘이 조윤선이 판결 한번 지켜보마,3
39814,그냥 도끼로 대갈통을 부시지요,3
39549,검찰도 공범!,3
52050,병원비가 너무 많이 나왔네? 한 달 연금으로는 감당도 안 되겠어.,1
52459,근육이 붙진 않겠죠?ㅠ,1
49712,신체 질환 때문에 내가 원하는 진로를 선택하기 힘들어. 부모님께 힘이 되지 못해 죄책감 들어.,1
559,내가 아내에게 너무 험한 말을 내뱉은 것 같아.,0
35591,몸은 점점 더 힘들어지는데 나는 언제까지 가족들을 계속 부양해야 할까? 삶이 지긋지긋해.,3
1500,요즘 대인 관계 때문에 마비된 기분이야.,0
6982,마음이 슬프고 눈물이 나네.,0
30991,아내가 돈 낭비하지 말라고 잔소리해서 나도 화냈어.,3
56461,교통비만 해도 장난 아닐 것 같은데..0,1
9737,비가 와서 그런가 후유증이....,0
44757,내 실수로 직속 상사가 임원실에 불려가 질책을 받았다고 해서 보기가 부끄러워.,1
29386,가끔 눈이 너무 건조하고 머리가 아파.,3
12314,너는 나한테서 바람이 났지만 내가 너무 못해준걸까 ?,0
57505,면회가도 괜찮으려나...........,1
8406,매일 공부를 하는데 성적이 낮아서 너무 억울해.,0
8066,친구랑 같은 학교에 가고 싶은데 서로 다른 학교를 희망하고 있어서 너무 안타까워.,0
14063,나는 울고있는데...,0
46473,나는 휠체어를 타는데 가족보다 간병인을 원해. 그런데 항상 돈 때문에 내 마음이 불편해.,1
44835,오늘 딸과 걷다가 손을 잡았더니 질색하며 뿌리쳤는데 당황스럽고 슬퍼.,1
42838,학점 때문에 교수님에게 억지로라도 잘 보여야 하는 게 괴로워.,1
24661,이제 백종원씨 래시피로 우리의 식탁이 점령당했어요.,2
32785,어제 먹으려고 냉장고에 넣어 뒀던 빵을 오빠가 다 먹어버려서 너무 화가 나.,3
11744,에효...눈물이 왜나지..,0
22447,오승환은 메이저리그 씹어먹는 ing,2
15051,결국 명예퇴직하기로 결심했어.,2
42780,내가 사장님 앞에서 큰 실수를 하는 바람에 우리 부서 동료들에게 미안하게 됐어.,1
30154,어떻게 해야 직원들이 연말 장기자랑에 나가고 싶어 할까?,3
18872,엄마한테 잘 낳아준 것에 대한 감사한 마음을 전하고 싶은데 뭔가 부끄러워.,2
19673,우리 아내는 나 이외에 다른 사람은 사랑하지 않을 거라고 자신해.,2
34798,돈이 없어서 우울해.,3
11802,얼마나 더까야 끝날까?,0
34987,내가 요새 폭력을 쓰네.,3
7997,아내가 아주 아프니 아내만을 돌보고 있어. 나도 답답하지만 아내가 불쌍해.,0
53253,챙겨본적도없고 더더구나 군인이라...,1
8859,사고로 한 쪽 팔을 잃어 친구들과의 관계에서 놀림을 당하는데 부모님이 무관심하셔서 슬퍼.,0
10607,정말 힘드네요,0
13341,"부모들은 얼마나 맴이 찢어질까... 아예 포기할 수도 없고, 줘 팰 수도 없고, 대신 살아줄 수도 없고..",0
37014,정말 탄핵안되면 나라 뒤집어 질 줄 알아라...,3
29871,나를 구박하는 선생님이 아프셔서 학교에 안 나왔으면 좋겠다고 생각했어. 왜 나한테만 계속 그럴까?,3
7819,벌써 이 나이까지 취직을 못하고 있어. 너무 우울해.,0
17758,애들이 오늘 대학합격 결과가 나왔어 지금 확인해보려고!,2
17488,나는 앞으로 건강관리에 최선을 다할 거야. 돈 걱정은 없어서 많은 투자를 할 수 있어.,2
24454,염병하네 혼내주신 아주머니 감사합니다,2
49323,자식도 크니 어떨 땐 남 같아.,1
41453,대 제국 영국이 EU에서 완전 왕따가 되는구나.,3
29608,요즘 사춘기인지 애들이 대화도 회피하고 말도 안 듣고 너무 속상해.,3
49091,친구가 계속 줄어드는 것 같아 외롭고 걱정이네.,1
43929,친한 친구가 이번에 면접에 붙었어. 근데 나는 떨어졌어.,1
37896,응원합니다. 법의 무서움을 박근혜에게 보여주세요,3
25761,축의금사양은 양심있어보여좋다,2
9384,정말 미치겠다~~~,0
4885,요즘 코로나 때문에 친구랑 만날 수 없어서 속상해.,0
14709,앞으로 괴롭힘을 당할 때마다 우리반 친구들이 도와주기로 약속했어!,2
21516,현빈♡♡ 멋짐..,2
24063,그래도 닮았다고 해주신 분들 고맙구요...좋은 댓글 달아주신분들도 감사합니다.,2
45815,어렸을 때 엄마가 없는 사이에 자주 동생을 몰래 때렸었어.,1
4141,오랜만에 운동을 너무 열심히 했더니 지쳐서 한동안 움직이지 못해서 속상해.,0
25380,잘됐네~~~중졸 축하해,2
39652,개누리당은 6개월 아니 이제 60년이지나도 너희들은 절대로 다음국회에선 얼굴 볼일없겠다,3
21505,진심 멋지다! 고생하셨어요,2
22760,재미있게 읽었습니다,2
22274,춤추고 노래하는 고지용씨보다 자기일 멋지게 하며 큰 포부갖고 있는것도 보기좋고 멋지시네요~~,2
14621,오랫동안 봉사를 해왔던 복지관의 아이들이 내게 감사하다며 선물을 줘서 기쁘다.,2
5570,교통사고로 친구가 결국 사망했어.,0
54210,지금 어쩔수없이 밖에 나왔는데 너무 무서워요..,1
50927,우리 반에 왕따가 있는데 나는 말리지 못했어.,1
51076,얼마 전 남편과 이혼을 해서 고독하고 허탈한 기분이 들어.,1
6501,장례식장에 갔는데 지인의 죽음은 정말로 슬프네.,0
33991,부모님이 오라버니만 챙겨서 짜증나.,3
22866,다들 도경수 너무 아껴주는거 한눈에 보인다 ㅠㅠㅠㅠㅠㅠㅠㅠ,2
53411,헐~ 헐~ 다른사람아냐?,1
37258,무식한게 고집만 쎄가지고..,3
36231,동창회를 갔는데 친구들은 모두 잘나가는데 나만 백수신세인 게 한심하다고 느꼈어.,3
37990,광화문 또 가게 만드시네.,3
15335,올해 내가 주관한 사업이 잘되어서 유급휴가를 한 달 동안 받게 되었어.,2
45348,김 영감이 골다공증에 걸린 나에게 몸에 좋은 음식이라며 메뚜기를 잔뜩 갖다줬어.,1
6144,학교에서 왕따를 당하는데 근래 더 우울한 것 같아.,0
52130,가족이 있어도 가끔 외로울 때가 있어.,1
27999,쉬운 문제를 또 틀린 걸 보니 나는 바보가 분명해.,3
54561,계속 해나가야 될지 모르겠어요.,1
31734,음식점 주인에게 일부러 당일 날 일을 그만두겠다고 통보했어.,3
18851,아내가 수술 후 입맛이 없어 힘들어하고 있는데 오늘 내가 만든 보양식으로 회복될 거야.,2
55946,더 무서워요,1
56559,진짜 아직도 그사람이 돌아오길 바라는건 제가 이상한건가요...?,1
6125,금일 부모님이 다투는걸 봤어. 우리 가족은 영원히 행복하지 못할 것 같아.,0
9967,근데 고민은 이게 아니라는게 고민....0,0
43775,출산을 앞두고 있는데 양수가 예정보다 일찍 터져서 너무 당황했어.,1
53439,대체 어느지점에서?,1
9560,그리고 그만해야지 생각하고 내가 왜 이토록 힘들어야하냐,0
42365,그외 한국만 들어오면 소비자를 봉으로 아는 자동차 회사들!!,3
4383,늙은 내가 자식들에게 짐일 뿐인 것 같아서 너무 우울해.,0
40671,이참에 갱상도를 도려내는게 어떨지!!,3
53460,생활패턴이 완전 정상인의 반대가되버렸네요;;,1
29978,나는 선생님이 되고 싶은데 동성애자를 선호하지 않아.,3
20397,요즘 가족관계가 정말 좋아 마음이 느긋해.,2
47896,아픈데 혼자 방에 누워 있어. 슬프고 외로워.,1
11578,애엄마가 40대가 저렇게 예쁘다니 충격이다... ㅠ,0
11066,그리고 마지막에 그 죄송합니다의 의미는 큰 도움을 드리지 못해서 죄송하다는 의미예요.,0
17003,손녀가 내가 오늘 퇴원했다고 선물이라며 백 점짜리 시험지를 줬어.,2
16252,다행이야. 남들보다 좀 일찍 은퇴 노후준비한 게.,2
32017,오늘 친구한테 화나는 일이 있었어.,3
6,취업해야 하는데 요즘 구직 자리가 많이 없어서 너무 슬퍼.,0
31125,거래처에서 받을 돈이 있는데 계속 미루니까 짜증이나.,3
40504,차라리 부유세나 물려라.,3
36968,정부새기들아 효과없으면 다시 내려야지,3
36405,이제 나이 들어 일할 힘도 없고 우울증만 심해져.,3
56388,그런거 많이 하지마라 위험하다,1
34481,평소 감정이 있는 어린 부장이 나의 일을 점검하면서 쓸데없는 잔소리를 해서 한판 붙고 사직서를 내버렸지. 칠십 까지 할 수 있는 직장인데.,3
50482,늙으니 주변 사람들이 다 떠나서 슬퍼. 지금까지 했던 실수들 때문에 벌을 받는 것 같아.,1
33115,학교 전교 회장에 나갔는데 다른 애가 당선되었어.,3
46818,곧 은퇴를 하게 될 텐데 노후준비를 이거 어떻게 할지 머리가 참 아프네.,1
56155,언제까지 너한테 빠져서 허우적거리고만 있을까,1
35158,나이가 들고 일자리를 잃으니 내가 가치 없는 사람 같아.,3
40650,이딴새끼는 역적이다 신상공개해라,3
18856,당뇨가 있지만 곧 태어날 손자 생각에 마음은 너무 기뻐.,2
53432,불구속입건?,1
5865,친구들을 생일파티에 초대했는데 아무도 오지 않았어. 서러워 정말.,0
35651,취업 시장에서 나는 배제되고 있는 것 같아. 내 몸이 불편한 탓인 것 같아.,3
39067,이참에 학실하게 인연끈어삐라 시호야,3
25847,ㅎㅎ 티비 프로에서 설명하실때가끔씩 섞여 나오는 충청도 사투리정감있고 매우 좋아요~오 ㅎㅎ,2
44717,건강해서 장수할 거라는 말을 들었지만 여생을 어떻게 보내야할지 혼란스러워.,1
10973,미안해내가말,0
1317,몸이 계속 아파져서 병원을 여러 군데 다니다 보니 나 자신이 비참해지는 것 같아.,0
49957,어제 친구랑 다투었는데 알고 보니 내가 오해를 한 거라 친구에게 미안해.,1
32403,밖에서 남을 친절하게 대하기가 어려워서 괴로워.,3
18724,나 프러포즈 받았어! 이제야 결혼을 하는 것이 실감 나네.,2
51924,남편이 나 몰래 숨겨놓은 비상금을 찾아서 괘씸한 생각에 내 옷을 사버렸는데 좀 미안하네.,1
26508,21번째 생일을 축하해,2
18880,친구를 만나러 나가려 해도 돈이 들어서 못 나가. 그러다보니까 자꾸 외톨이가 되는 거 같아.,2
50406,며느리의 부탁으로 손자를 봐주는데 내가 관절염이 있어서 손자를 보는 게 두려워.,1
18049,평소 짝사랑하던 사람에게 고백 받아서 너무 기쁘고 아직도 믿기지 않아.,2
33861,내가 입고 나가야 할 옷 언니가 입고 나갔어.,3
36208,다 늙어 황혼이혼을 했어. 그동안 무얼 위해 살아왔나 싶어.,3
45559,먹고 살기 바빠서 자식들 교육을 못 시켜준게 한이야.,1
30106,친구가 알바를 못 간다 해서 대신 가주었는데 나한테 화를 내. 너무 화가 나.,3
40676,노인층은 젊은층의 미래를 망치지 마라!!!!,3
28020,운동을 잘하는 친구가 있는데 왠지 질투가 나서 짜증을 냈어.,3
13268,아프지마 도토 잠보 ㅠㅠ,0
6120,중학교 때 내가 멀리했던 반 친구가 생각나. 많이 미안하고 후회돼.,0
18811,모아둔 돈이 넉넉해서 여행을 자주 가.,2
42617,내가 이 회사에 최종합격한 줄 알았는데 아니라니 너무 당황스러워.,1
27466,이번 해에 은퇴하고 공기 좋은 곳에서 요양할 생각이야.,2
10317,저는 정말 집중력이 부족합니다.,0
18344,집사람의 수술비를 우리가 부담 안 해도 되어서 너무 다행이야.,2
21094,2010 올림픽이 열릴 벤쿠버 경기장에선사대륙 첫 우승!!,2
20511,나는 내 학교엔 무조건 학교 폭행이 없을 거라 생각해.,2
43050,남자친구한테 아침에 연락이 없길래 전화해 봤더니 밤새 게임을 하느라 늦잠 자서 지각했대.,1
30914,나보다 먼저 이혼했었던 친구가 폐질환으로 혼자 죽었어. 나도 혼자 죽게 되는 게 무서워졌어.,3
6476,교통사고로 오랫동안 집에서만 생활하고 있어.,0
8303,근무 중 사고로 다리가 많이 다쳐서 퇴사하고 치료 중이야. 아들이 둘인데 생계가 걱정돼.,0
25314,두고두고팬질하게.....,2
15659,내 동생이 여자 친구가 생겼다며 좋아하니 나 또한 신이 난다.,2
18552,병원비가 많이 나와서 걱정을 했는데 보험 덕분에 병원비가 많이 줄었어.,2
5800,처음으로 수학 시험에서 백점을 맞았는데 집에 자랑할 사람이 없어. 말할 사람이 없어 슬퍼.,0
44056,성추행 장면을 목격했는데 어떻게 해야 하지?,1
50013,점점 나는 늙어가는데 직장도 없고 난 너무 나약한 거 같아.,1
17573,젊을 때 저축한 덕분에 지금 병원비 걱정 없이 치료 받고 있어. 감사해.,2
47853,친구가 내 카카오톡 메시지를 두 달째 읽지 않아서 슬퍼.,1
14121,새롭게 만나는사람들이랑 문제네요..1,0
42227,닭머리와 소대가리 최주범안종범등모자라고 막가파식의 나라인데참 속여먹기 쉬운 헬조선!,3
10248,하 미치겠네요,0
5300,학교에서 아무도 나에게 관심이 없어서 우울하다.,0
15269,아이가 게임만 해요.,2
41094,박ㄱ헤는 국정교과서 안고 나가라,3
25614,최고의 배우! 갓정석!,2
19203,아이들과의 관계가 더 좋아지고 아내랑도 이제 싸우지 않아 기뻐.,2
8943,진로가 고민인데 한부모 가정이라 부모님과 함께 얘기하기도 눈치 보여. 너무 슬퍼.,0
28408,나 결혼을 하고 노력하는데도 임신이 안 돼서 정말 화가나!,3
47259,성적이 떨어져 부모님께 정말 죄송해.,1
46657,아직 미혼이어서 그런지 결혼이나 출산 이야기를 나누는 게 아직은 부끄러워.,1
51427,오늘 발표에서 긴장을 했는데 이 모습이 누군가에게 들켰을까 봐 겁나.,1
35961,내 친구는 항암치료를 계속 받아보래. 난 그러다 우리 형처럼 죽어버릴 거 같아서 싫어.,3
56683,이제 날씨가 점점 더워져서 점점 더 경기하기힘들텐데 오빠의 건강이 걱정되네요...,1
12996,오늘은 별로 좋지 않은날이네요..,0
52066,나도 모르게 아들에게 또 화를 내고 말았어. 미안하고 후회돼.,1
4052,매일 집에 와서도 일하고 야근도 밥 먹듯이 했는데 승진에서 또 떨어져서 우울해.,0
6466,요새는 젊은 사람들과 소통이 안되는가 봐.,0
42361,저런사람이 우리세금으로 연금을 받는다니 분통 터집니다.,3
13850,저희는 모아둔 돈이 없습니다.,0
27137,남편이 공들여 요리해 주는 날은 사랑받는 기분이 들어. 그게 바로 오늘이고!,2
45609,가족끼리 나만 모르게 모아둔 돈이 있었어.,1
33492,애들이 자꾸 괴롭혀. 너무 짜증 나.,3
51308,아내가 나 때문에 쓰러진 적이 있는데 여전히 맥을 못 추고 있어. 아내한테 너무 미안해.,1
6615,난 요즘 식욕이 없고 밤에 잠이 오지 않아 낮에도 늘 피곤한 상태여서 사람 만나기가 꺼려져.,0
7842,알츠하이머를 앓고 있는 아내를 부양해야 하는데 나도 간 경화로 인해 체력이 떨어져 슬프군.,0
17609,동기들과 비교했을 때 내가 조금 더 높은 연봉을 받고 있는 것 같아. 자랑스러워.,2
42276,연예계바닥 엿같네,3
50177,새아버지께 아직 거리감을 느끼다 보니 투정을 부리게 됐어. 죄송스러워.,1
21947,슬리피가 진정한 프로다,2
5010,다 필요 없어 나 혼자야 역시.,0
27134,인적 관리가 되게 어려운데 내가 잘하고 있다는 칭찬을 상사에게 들었어! 온종일 뿌듯해.,2
24327,주시면 감사하게 잘쓰고 다른 필요한 분에게 물려드릴께염...ㅠ,2
57649,제가 아는 사람도 별로 없고....하고 싶기는 한데..,1
55593,끽소리들림무셔웡 ㅠㅡㅠ,1
50034,워킹 맘으로 살다가 이제 은퇴를 했는데 경제력이 없으니 자식들이 무시하는 거 같아.,1
48886,요즘은 앉아있는 것도 힘들어.,1
41933,지구를 떠나거라!,3
20515,금번에 학교에 경찰 출동했거든? 아주 대박이야.,2
20295,동료들이 요즘 나를 은근히 왕따시키는것같아서 걱정이야. 믿을만한 사람은 엄마뿐인데 얘기할까 말까?,2
45890,삼촌이 또 다단계 회사에 들어가 부모님께 물건을 팔려고 해서 매번 당황스러워.,1
40924,이것저것 따지고 말만하지 말고 행동으로 보여라!!!!,3
42522,이쯤되면 다른멤버들도 나간다해라.,3
9145,그 눈빛을 난 잊을 수가 없어 오래됬는데...,0
16686,친구와의 오해가 드디어 풀렸어. 이제 따돌림을 당하지 않을 거야.,2
50813,남편도 나도 퇴직 후 소득이 없으니 경제적으로 아주 힘들어.,1
56070,어떡하지,1
12016,지금애들이 있어서ㅠㅠ,0
11160,돈독오른놈들이 차 많이팔아주니까 욕심이 끝이없네...,0
15080,유학 가려고 원서를 준비하는데 감사하게도 교수님이 추천서를 써 주셨어!,2
11296,연봉이 많은 곳이라...,0
29342,아 정말 귀찮아 죽겠네.,3
4356,힘들어하는 딸에게 맛있는 밥을 해주고 싶지만 걸어 다니기도 힘들어서 눈물이 나.,0
2345,싸움을 말리다가 오히려 상황을 안 좋게 만든 것 같아 마음이 무거워.,0
57088,점장이 나이가 어리다구 하던데 저 떨어진건가요???,1
41434,멍청한 미국아!!!,3
9390,머리속을 전부 비우고 3달정도 잠만잤으면좋겠음0,0
25696,휴 난 다행히 2달전쯤 물면허일때 취득함ㅋㅋㅋㅋㅋㅋ,2
3610,나한테 신경 많이 써 주시던 선생님께서 전근 가신대.,0
37442,올릴건수만 있다면 즉각 올려버리네내린건 본적이없다,3
51918,요즘 취업이 안 돼서 며칠 집에서 뒹굴 거렸더니 부모님이 한심하게 보시는 것 같아.,1
24275,한국 미국 일본빼면 인프라가 다른나라가 없어서라면 개최권따는국가에 경기장 짓는비용 50프로지원해주면 개때같이 개최하려할것이고 야구장 없는나라는 경기장생겨서좋고,2
45985,일머리가 없어서 부장님께 미움받는 것은 익숙하지만 동료들에게 열등감이 생겨.,1
22264,"어쩌다 졌는데 , 이쁜외모에 투기 ,의지 ,견지 ,능력을 보여줘서 조자룡을 연상케, 가슴에 애기안고 조군의 적진을 난타하며 뚫고 나오는 조자룡 같아!",2
42006,저새끼 생긴것부터 이완용이니 사형시켜!,3
5596,어제 친구와 사소한 오해로 말다툼을 했더니 오늘까지 계속 기분이 안 좋아.,0
1515,다른 직장을 선택할 걸 괜히 여길 와서 너무 후회돼.,0
37300,주최측도 좌빨 그대로다.,3
9196,맨날 혼자보러 다녀요 ㅠㅠㅠ,0
18318,내가 천식이 있어서 친구네 부부랑 귀농해서 같이 노후를 보내려고.,2
37718,약그네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 발음이 이상한데 머지??,3
32711,아들이 내 건강도 신경을 안써서 노여운 기분이 들어.,3
8889,이혼하고 나니 당장 먹고사는 것도 막막하네. 이 나이에 이러고 있는 게 슬퍼.,0
20484,요새 다니는 학원이 너무 좋아.,2
24798,다부다처제가 좋다,2
49791,원래 치매가 있었는데 점점 악화되는 기분이야. 자식들 이름도 헷갈리는데 미안하고 무서워.,1
16060,몸무게가 정말 많이 줄어서 건강해진 것 같아. 몸이 정말 덜 힘들어.,2
49300,지난날 건강에 소홀하고 가정에도 소홀해서 자신이 원망스럽네.,1
35240,내가 자식을 못 키우는 것 같아서 나 자신이 별로라고 생각해.,3
26356,송중기 박보검 모두모두 더욱 승승장구 하시길~~^.^,2
32900,큰형은 내가 병문안을 올 때마다 아프다고 툴툴거려. 자주 들으니 신경질이 나.,3
24944,"포켓몬, 디지몬... 어릴적 최고의 만화",2
48525,나 아우 생겼어.,1
21023,다시한번 추카추카~~,2
30379,우리 일손이 부족한데 다른 부서로 사람이 이동해서 너무 바쁘고 화 나.,3
48543,식구들이 나만 따돌리는 느낌이 자꾸 들어.,1
38264,사실이라면 당신은 진정 이 시대에 악마 입니다,3
32688,나이먹은 아들이랑 사이가 안 좋고 말을 안 들어서 성가셔.,3
47389,내 유산만 노리고 아픈 나는 안중에도 없는 자식들이 혐오스러울 지경이야.,1
43078,결혼을 꼭 해야 할까? 남들의 시선이 부담스러워.,1
44358,결혼을 하고 나서 너무 외로워서 집에 나 혼자 고립된 느낌이야.,1
5420,책에서 봤는데 젊을 때 공부를 많이 해놔야 미래에 후회 안 한다고. 그 책을 보니까 말야. 공부를 젊었을 때 안 해 놓았던 게 후회되더군.,0
47747,나이는 들어가는데 아직 취업 못 한 나 자신이 너무 부끄러워.,1
24778,수지가 핫하긴 진짜 핫하다ㅋㅋ,2
49820,서른 살이 넘으니까 이제 곧 결혼을 서둘러서 부모님의 집에서 독립해야 할지 고민이야.,1
47875,화장실에서 신나게 상사 뒷담화를 했었는데 상사가 다 들었대. 정말 창피하다.,1
7790,치매 초기 증상으로 다니던 일도 그만두게 되어 나 자신도 왜 이러나 싶고 슬퍼.,0
44526,부장님이 나를 크게 오해하고 계셔. 그런데 어떻게 해명을 할지 모르겠어.,1
41679,이정현ㅡ진짜 이 시대에 불필요한 쓰레기다ㅡㅡㅡ,3
11761,사진속 고양이가 너무 불쌍해요ㅠㅠ,0
50881,더 이상 상담사로 일하기가 어려울 것 같아. 상담 일정만 잡혀도 내가 급격히 우울해져.,1
14403,오늘 사장님께 칭찬받아서 매우 기뻐.,2
2495,친구들이 하나같이 바쁘다는 핑계로 내 환갑잔치에 안 와서 실망했어.,0
28825,요즘은 정말 화가 나. 결혼했는데 남편이 결혼 전과 달라진 것 같아.,3
